 2002   9  25   1      7.29     34.62      0.52    102.29     10.00
 2002   9  25   2      6.22     38.95      0.34     38.32     10.00
 2002   9  25   3      5.68     39.88      0.40     14.42     10.00
 2002   9  25   4      5.94     36.49      0.67      2.39     10.00
 2002   9  25   5      7.72     31.94      1.98    286.81     10.00
 2002   9  25   6      7.79     33.60      1.63    267.54     10.00
 2002   9  25   7      8.28     36.78      1.86    279.14     10.00
 2002   9  25   8      8.72     34.57      2.95    192.46     10.00
 2002   9  25   9     11.06     29.73      2.95    219.95     10.00
 2002   9  25  10     10.31     32.60      2.34    146.40     10.00
 2002   9  25  11     12.28     26.52      4.72    254.99     10.00
 2002   9  25  12     12.85     24.93      4.32    241.47     10.00
 2002   9  25  13     13.82     22.24      4.85    248.90     10.00
 2002   9  25  14     13.51     22.13      3.82    264.68     10.00
 2002   9  25  15     12.91     22.46      2.86    267.81     10.00
 2002   9  25  16     11.99     26.47      4.41    275.68     10.00
 2002   9  25  17     10.85     32.39      5.00    271.11     10.00
 2002   9  25  18      9.61     35.46      3.71    278.15     10.00
 2002   9  25  19      8.56     42.60      4.04    288.16     10.00
 2002   9  25  20      5.31     70.80      4.62    276.59     10.00
 2002   9  25  21      3.14     90.63      2.15    248.91     10.00
 2002   9  25  22      3.32     89.17      0.98     19.09     10.00
 2002   9  25  23      3.01     91.25      1.42     81.34     10.00
 2002   9  25  24      2.62     93.27      0.83    155.22     10.00
 2002   9  26   1      0.90     96.23      1.45    327.50     10.00
 2002   9  26   2      0.21     98.80      0.83     96.48     10.00
 2002   9  26   3      0.28     99.48      0.71    285.39     10.00
 2002   9  26   4      0.91     97.12      0.70    188.84     10.00
 2002   9  26   5      1.07     97.13      0.43    209.86     10.00
 2002   9  26   6      0.87     97.20      0.37    335.82     10.00
 2002   9  26   7      0.87     97.15      2.01    262.50     10.00
 2002   9  26   8      1.29     95.55      0.73    246.24     10.00
 2002   9  26   9      3.08     87.75      1.95    249.78     10.00
 2002   9  26  10      4.02     86.20      2.28    213.59     10.00
 2002   9  26  11      4.57     80.20      2.32    240.04     10.00
 2002   9  26  12      5.60     68.16      3.17    266.19     10.00
 2002   9  26  18      7.80     44.27      3.29    273.93     10.00
 2002   9  26  19      5.80     51.15      2.41    280.14     10.00
 2002   9  26  20      4.42     54.67      0.96    274.66     10.00
 2002   9  26  21      3.08     57.45      1.49    281.17     10.00
 2002   9  26  22      3.10     56.13      1.07    272.96     10.00
 2002   9  26  23      3.35     58.08      1.18    275.80     10.00
 2002   9  26  24      3.70     59.26      1.09    257.08     10.00
 2002   9  27   1      2.22     67.63      1.16     77.15     10.00
 2002   9  27   2      1.49     78.57      0.61     96.99     10.00
 2002   9  27   3      1.11     81.35      1.40    156.96     10.00
 2002   9  27   4      0.68     84.15      1.16    109.80     10.00
 2002   9  27   5      0.65     82.67      0.94    121.69     10.00
 2002   9  27   6      1.01     79.52      1.06    165.96     10.00
 2002   9  27   7      1.65     75.15      0.57    122.94     10.00
 2002   9  27   8      3.59     65.86      1.46    112.43     10.00
 2002   9  27   9      5.03     60.41      2.42    119.38     10.00
 2002   9  27  10      5.57     63.63      2.62     94.79     10.00
 2002   9  27  11      8.08     55.05      3.06    119.95     10.00
 2002   9  27  12      8.86     51.98      3.13    203.15     10.00
 2002   9  27  13     10.62     39.17      5.15    241.90     10.00
 2002   9  27  14     11.81     28.90      5.12    259.84     10.00
 2002   9  27  15     11.20     36.16      5.73    227.06     10.00
 2002   9  27  16      9.98     39.77      3.93    239.00     10.00
 2002   9  27  17      9.37     42.96      4.30    210.10     10.00
 2002   9  27  18      5.58     67.09      6.71    192.87     10.00
 2002   9  27  19      6.22     51.91      2.46    257.76     10.00
 2002   9  27  20      5.75     53.78      1.66    166.38     10.00
 2002   9  27  21      2.95     73.42      2.17    103.52     10.00
 2002   9  27  22      2.76     76.95      1.45     64.16     10.00
 2002   9  27  23      2.56     77.12      1.82     84.95     10.00
 2002   9  27  24      2.35     79.60      1.90     62.36     10.00
 2002   9  28   1      2.31     81.42      1.15     67.95     10.00
